t, Data, 
40938.400000, 0.000000e+00,
40938.500000, 0.000000e+00,
40938.600000, 0.000000e+00,
40938.700000, 0.000000e+00,
40938.800000, 0.000000e+00,
40938.900000, 0.000000e+00,
40939.000000, 0.000000e+00,
40939.100000, 0.000000e+00,
40939.200000, 0.000000e+00,
40939.300000, 6.666667e-05,
40939.400000, 0.000000e+00,
40939.500000, 0.000000e+00,
40939.600000, 0.000000e+00,
40939.700000, 0.000000e+00,
40939.800000, 0.000000e+00,
40939.900000, 0.000000e+00,
40940.000000, 0.000000e+00,
40940.100000, 0.000000e+00,
40940.200000, 2.133429e-04,
40940.300000, 0.000000e+00,
40940.400000, 0.000000e+00,
40940.500000, 0.000000e+00,
40940.600000, 0.000000e+00,
40940.700000, 0.000000e+00,
40940.800000, 0.000000e+00,
40940.900000, 0.000000e+00,
40941.000000, 0.000000e+00,
40941.100000, 0.000000e+00,
40941.200000, 0.000000e+00,
40941.300000, 0.000000e+00,
40941.400000, 0.000000e+00,
40941.500000, 0.000000e+00,
40941.600000, 0.000000e+00,
40941.700000, 0.000000e+00,
40941.800000, 0.000000e+00,
40941.900000, 0.000000e+00,
40942.000000, 0.000000e+00,
40942.100000, 0.000000e+00,
40942.200000, 0.000000e+00,
40942.300000, 0.000000e+00,
40942.400000, 0.000000e+00,
40942.500000, 0.000000e+00,
40942.600000, 0.000000e+00,
40942.700000, 1.714139e-04,
40942.800000, 1.666667e-04,
40942.900000, 0.000000e+00,
40943.000000, 0.000000e+00,
40943.100000, 0.000000e+00,
40943.200000, 0.000000e+00,
40943.300000, 0.000000e+00,
40943.400000, 0.000000e+00,
40943.500000, 0.000000e+00,
40943.600000, 0.000000e+00,
40943.700000, 0.000000e+00,
40943.800000, 0.000000e+00,
40943.900000, 0.000000e+00,
40944.000000, 0.000000e+00,
40944.100000, 0.000000e+00,
40944.200000, 0.000000e+00,
40944.300000, 0.000000e+00,
40944.400000, 0.000000e+00,
40944.500000, 0.000000e+00,
40944.600000, 0.000000e+00,
40944.700000, 0.000000e+00,
40944.800000, 0.000000e+00,
40944.900000, 0.000000e+00,
40945.000000, 0.000000e+00,
40945.100000, 0.000000e+00,
40945.200000, 0.000000e+00,
40945.300000, 0.000000e+00,
40945.400000, 0.000000e+00,
40945.500000, 0.000000e+00,
40945.600000, 0.000000e+00,
40945.700000, 0.000000e+00,
40945.800000, 0.000000e+00,
40945.900000, 0.000000e+00,
40946.000000, 0.000000e+00,
40946.100000, 0.000000e+00,
40946.200000, 0.000000e+00,
40946.300000, 0.000000e+00,
40946.400000, 0.000000e+00,
40946.500000, 0.000000e+00,
40946.600000, 0.000000e+00,
40946.700000, 2.902353e-04,
40946.800000, 7.546862e-05,
40946.900000, 0.000000e+00,
40947.000000, 0.000000e+00,
40947.100000, 0.000000e+00,
40947.200000, 0.000000e+00,
40947.300000, 0.000000e+00,
40947.400000, 0.000000e+00,
40947.500000, 0.000000e+00,
40947.600000, 0.000000e+00,
40947.700000, 0.000000e+00,
40947.800000, 0.000000e+00,
40947.900000, 0.000000e+00,
40948.000000, 0.000000e+00,
40948.100000, 0.000000e+00,
40948.200000, 0.000000e+00,
40948.300000, 0.000000e+00,
40948.400000, 0.000000e+00,
40948.500000, 0.000000e+00,
40948.600000, 0.000000e+00,
40948.700000, 0.000000e+00,
40948.800000, 0.000000e+00,
40948.900000, 0.000000e+00,
40949.000000, 0.000000e+00,
40949.100000, 1.864928e-04,
40949.200000, 2.825924e-04,
40949.300000, 0.000000e+00,
40949.400000, 0.000000e+00,
40949.500000, 0.000000e+00,
40949.600000, 0.000000e+00,
40949.700000, 0.000000e+00,
40949.800000, 0.000000e+00,
40949.900000, 0.000000e+00,
40950.000000, 0.000000e+00,
40950.100000, 0.000000e+00,
40950.200000, 0.000000e+00,
40950.300000, 0.000000e+00,
40950.400000, 0.000000e+00,
40950.500000, 0.000000e+00,
40950.600000, 0.000000e+00,
40950.700000, 0.000000e+00,
40950.800000, 0.000000e+00,
40950.900000, 0.000000e+00,
40951.000000, 0.000000e+00,
40951.100000, 0.000000e+00,
40951.200000, 0.000000e+00,
40951.300000, 0.000000e+00,
40951.400000, 0.000000e+00,
40951.500000, 0.000000e+00,
40951.600000, 0.000000e+00,
40951.700000, 0.000000e+00,
40951.800000, 0.000000e+00,
40951.900000, 0.000000e+00,
40952.000000, 0.000000e+00,
40952.100000, 0.000000e+00,
40952.200000, 0.000000e+00,
40952.300000, 0.000000e+00,
40952.400000, 0.000000e+00,
40952.500000, 0.000000e+00,
40952.600000, 0.000000e+00,
40952.700000, 0.000000e+00,
40952.800000, 0.000000e+00,
40952.900000, 0.000000e+00,
40953.000000, 0.000000e+00,
40953.100000, 0.000000e+00,
40953.200000, 0.000000e+00,
40953.300000, 0.000000e+00,
40953.400000, 0.000000e+00,
40953.500000, 0.000000e+00,
40953.600000, 0.000000e+00,
40953.700000, 0.000000e+00,
40953.800000, 0.000000e+00,
40953.900000, 0.000000e+00,
40954.000000, 0.000000e+00,
40954.100000, 0.000000e+00,
40954.200000, 0.000000e+00,
40954.300000, 0.000000e+00,
40954.400000, 0.000000e+00,
40954.500000, 4.002879e-05,
40954.600000, 1.000000e-04,
40954.700000, 2.668587e-05,
40954.800000, 0.000000e+00,
40954.900000, 0.000000e+00,
40955.000000, 0.000000e+00,
40955.100000, 0.000000e+00,
40955.200000, 0.000000e+00,
40955.300000, 0.000000e+00,
40955.400000, 0.000000e+00,
40955.500000, 0.000000e+00,
40955.600000, 0.000000e+00,
40955.700000, 0.000000e+00,
40955.800000, 0.000000e+00,
40955.900000, 0.000000e+00,
40956.000000, 0.000000e+00,
40956.100000, 0.000000e+00,
40956.200000, 0.000000e+00,
40956.300000, 0.000000e+00,
40956.400000, 0.000000e+00,
40956.500000, 0.000000e+00,
40956.600000, 0.000000e+00,
40956.700000, 0.000000e+00,
40956.800000, 0.000000e+00,
40956.900000, 0.000000e+00,
40957.000000, 0.000000e+00,
40957.100000, 0.000000e+00,
40957.200000, 0.000000e+00,
40957.300000, 0.000000e+00,
40957.400000, 0.000000e+00,
40957.500000, 0.000000e+00,
40957.600000, 0.000000e+00,
40957.700000, 0.000000e+00,
40957.800000, 0.000000e+00,
40957.900000, 5.872600e-04,
40958.000000, 0.000000e+00,
40958.100000, 0.000000e+00,
40958.200000, 0.000000e+00,
40958.300000, 0.000000e+00,
40958.400000, 0.000000e+00,
40958.500000, 0.000000e+00,
40958.600000, 0.000000e+00,
40958.700000, 0.000000e+00,
40958.800000, 0.000000e+00,
40958.900000, 0.000000e+00,
40959.000000, 0.000000e+00,
40959.100000, 0.000000e+00,
40959.200000, 0.000000e+00,
40959.300000, 0.000000e+00,
40959.400000, 0.000000e+00,
40959.500000, 0.000000e+00,
40959.600000, 0.000000e+00,
40959.700000, 0.000000e+00,
40959.800000, 0.000000e+00,
40959.900000, 0.000000e+00,
40960.000000, 0.000000e+00,
40960.100000, 0.000000e+00,
40960.200000, 0.000000e+00,
40960.300000, 0.000000e+00,
40960.400000, 0.000000e+00,
40960.500000, 0.000000e+00,
40960.600000, 0.000000e+00,
40960.700000, 0.000000e+00,
40960.800000, 0.000000e+00,
40960.900000, 0.000000e+00,
40961.000000, 0.000000e+00,
40961.100000, 0.000000e+00,
40961.200000, 0.000000e+00,
40961.300000, 0.000000e+00,
40961.400000, 0.000000e+00,
40961.500000, 0.000000e+00,
40961.600000, 0.000000e+00,
40961.700000, 0.000000e+00,
40961.800000, 0.000000e+00,
40961.900000, 0.000000e+00,
40962.000000, 0.000000e+00,
40962.100000, 0.000000e+00,
40962.200000, 0.000000e+00,
40962.300000, 0.000000e+00,
40962.400000, 0.000000e+00,
40962.500000, 0.000000e+00,
40962.600000, 8.331730e-04,
40962.700000, 1.144033e-04,
40962.800000, 0.000000e+00,
40962.900000, 0.000000e+00,
40963.000000, 0.000000e+00,
40963.100000, 0.000000e+00,
40963.200000, 0.000000e+00,
40963.300000, 0.000000e+00,
40963.400000, 0.000000e+00,
40963.500000, 0.000000e+00,
40963.600000, 0.000000e+00,
40963.700000, 0.000000e+00,
40963.800000, 0.000000e+00,
40963.900000, 0.000000e+00,
40964.000000, 0.000000e+00,
40964.100000, 0.000000e+00,
40964.200000, 0.000000e+00,
40964.300000, 0.000000e+00,
40964.400000, 0.000000e+00,
40964.500000, 0.000000e+00,
40964.600000, 0.000000e+00,
40964.700000, 0.000000e+00,
40964.800000, 0.000000e+00,
40964.900000, 0.000000e+00,
40965.000000, 0.000000e+00,
40965.100000, 0.000000e+00,
40965.200000, 0.000000e+00,
40965.300000, 0.000000e+00,
40965.400000, 0.000000e+00,
40965.500000, 0.000000e+00,
40965.600000, 0.000000e+00,
40965.700000, 0.000000e+00,
40965.800000, 0.000000e+00,
40965.900000, 0.000000e+00,
40966.000000, 0.000000e+00,
40966.100000, 0.000000e+00,
40966.200000, 0.000000e+00,
40966.300000, 0.000000e+00,
40966.400000, 0.000000e+00,
40966.500000, 0.000000e+00,
40966.600000, 0.000000e+00,
40966.700000, 0.000000e+00,
40966.800000, 0.000000e+00,
40966.900000, 0.000000e+00,
40967.000000, 0.000000e+00,
40967.100000, 0.000000e+00,
40967.200000, 0.000000e+00,
40967.300000, 0.000000e+00,
40967.400000, 1.713244e-03,
40967.500000, 1.000006e-04,
40967.600000, 0.000000e+00,
40967.700000, 0.000000e+00,
40967.800000, 0.000000e+00,
40967.900000, 1.141236e-03,
40968.000000, 1.000000e-04,
40968.100000, 0.000000e+00,
40968.200000, 0.000000e+00,
40968.300000, 0.000000e+00,
40968.400000, 0.000000e+00,
40968.500000, 0.000000e+00,
40968.600000, 0.000000e+00,
40968.700000, 0.000000e+00,
40968.800000, 0.000000e+00,
40968.900000, 0.000000e+00,
40969.000000, 0.000000e+00,
40969.100000, 0.000000e+00,
40969.200000, 0.000000e+00,
40969.300000, 0.000000e+00,
40969.400000, 0.000000e+00,
40969.500000, 0.000000e+00,
40969.600000, 0.000000e+00,
40969.700000, 1.028395e-03,
40969.800000, 6.666667e-05,
40969.900000, 0.000000e+00,
40970.000000, 6.808088e-04,
40970.100000, 0.000000e+00,
40970.200000, 0.000000e+00,
40970.300000, 3.997695e-05,
40970.400000, 0.000000e+00,
40970.500000, 0.000000e+00,
40970.600000, 0.000000e+00,
40970.700000, 0.000000e+00,
40970.800000, 0.000000e+00,
40970.900000, 0.000000e+00,
40971.000000, 0.000000e+00,
40971.100000, 0.000000e+00,
40971.200000, 0.000000e+00,
40971.300000, 0.000000e+00,
40971.400000, 0.000000e+00,
40971.500000, 0.000000e+00,
40971.600000, 0.000000e+00,
40971.700000, 0.000000e+00,
40971.800000, 0.000000e+00,
40971.900000, 0.000000e+00,
40972.000000, 0.000000e+00,
40972.100000, 0.000000e+00,
40972.200000, 0.000000e+00,
40972.300000, 0.000000e+00,
40972.400000, 0.000000e+00,
40972.500000, 0.000000e+00,
40972.600000, 0.000000e+00,
40972.700000, 0.000000e+00,
40972.800000, 0.000000e+00,
40972.900000, 0.000000e+00,
40973.000000, 0.000000e+00,
40973.100000, 0.000000e+00,
40973.200000, 0.000000e+00,
40973.300000, 0.000000e+00,
40973.400000, 0.000000e+00,
40973.500000, 0.000000e+00,
40973.600000, 0.000000e+00,
40973.700000, 0.000000e+00,
40973.800000, 0.000000e+00,
40973.900000, 0.000000e+00,
40974.000000, 0.000000e+00,
40974.100000, 0.000000e+00,
40974.200000, 0.000000e+00,
40974.300000, 0.000000e+00,
40974.400000, 0.000000e+00,
40974.500000, 0.000000e+00,
40974.600000, 0.000000e+00,
40974.700000, 0.000000e+00,
40974.800000, 0.000000e+00,
40974.900000, 0.000000e+00,
40975.000000, 0.000000e+00,
40975.100000, 0.000000e+00,
40975.200000, 0.000000e+00,
40975.300000, 0.000000e+00,
40975.400000, 0.000000e+00,
40975.500000, 0.000000e+00,
40975.600000, 0.000000e+00,
40975.700000, 0.000000e+00,
40975.800000, 0.000000e+00,
40975.900000, 0.000000e+00,
40976.000000, 0.000000e+00,
40976.100000, 0.000000e+00,
40976.200000, 0.000000e+00,
40976.300000, 0.000000e+00,
40976.400000, 0.000000e+00,
40976.500000, 0.000000e+00,
40976.600000, 0.000000e+00,
40976.700000, 0.000000e+00,
40976.800000, 0.000000e+00,
40976.900000, 0.000000e+00,
40977.000000, 0.000000e+00,
40977.100000, 0.000000e+00,
40977.200000, 0.000000e+00,
40977.300000, 0.000000e+00,
40977.400000, 0.000000e+00,
40977.500000, 0.000000e+00,
40977.600000, 0.000000e+00,
40977.700000, 0.000000e+00,
40977.800000, 0.000000e+00,
40977.900000, 0.000000e+00,
40978.000000, 0.000000e+00,
40978.100000, 0.000000e+00,
40978.200000, 0.000000e+00,
40978.300000, 0.000000e+00,
40978.400000, 0.000000e+00,
40978.500000, 0.000000e+00,
40978.600000, 0.000000e+00,
40978.700000, 0.000000e+00,
40978.800000, 0.000000e+00,
40978.900000, 0.000000e+00,
40979.000000, 0.000000e+00,
40979.100000, 0.000000e+00,
40979.200000, 0.000000e+00,
40979.300000, 0.000000e+00,
40979.400000, 0.000000e+00,
40979.500000, 0.000000e+00,
40979.600000, 0.000000e+00,
40979.700000, 0.000000e+00,
40979.800000, 0.000000e+00,
40979.900000, 0.000000e+00,
40980.000000, 0.000000e+00,
40980.100000, 4.666347e-05,
40980.200000, 0.000000e+00,
40980.300000, 0.000000e+00,
40980.400000, 0.000000e+00,
40980.500000, 0.000000e+00,
40980.600000, 0.000000e+00,
40980.700000, 0.000000e+00,
40980.800000, 0.000000e+00,
40980.900000, 0.000000e+00,
40981.000000, 0.000000e+00,
40981.100000, 0.000000e+00,
40981.200000, 0.000000e+00,
40981.300000, 0.000000e+00,
40981.400000, 0.000000e+00,
40981.500000, 0.000000e+00,
40981.600000, 0.000000e+00,
40981.700000, 0.000000e+00,
40981.800000, 0.000000e+00,
40981.900000, 0.000000e+00,
40982.000000, 0.000000e+00,
40982.100000, 0.000000e+00,
40982.200000, 0.000000e+00,
40982.300000, 0.000000e+00,
40982.400000, 0.000000e+00,
40982.500000, 0.000000e+00,
40982.600000, 0.000000e+00,
40982.700000, 0.000000e+00,
40982.800000, 0.000000e+00,
40982.900000, 0.000000e+00,
40983.000000, 0.000000e+00,
40983.100000, 0.000000e+00,
40983.200000, 0.000000e+00,
40983.300000, 0.000000e+00,
40983.400000, 0.000000e+00,
40983.500000, 0.000000e+00,
40983.600000, 0.000000e+00,
40983.700000, 1.866571e-04,
40983.800000, 0.000000e+00,
40983.900000, 0.000000e+00,
40984.000000, 0.000000e+00,
40984.100000, 0.000000e+00,
40984.200000, 0.000000e+00,
40984.300000, 0.000000e+00,
40984.400000, 0.000000e+00,
40984.500000, 0.000000e+00,
40984.600000, 0.000000e+00,
40984.700000, 0.000000e+00,
40984.800000, 0.000000e+00,
40984.900000, 0.000000e+00,
40985.000000, 0.000000e+00,
40985.100000, 0.000000e+00,
40985.200000, 0.000000e+00,
40985.300000, 0.000000e+00,
40985.400000, 0.000000e+00,
40985.500000, 0.000000e+00,
40985.600000, 0.000000e+00,
40985.700000, 0.000000e+00,
40985.800000, 0.000000e+00,
40985.900000, 0.000000e+00,
40986.000000, 0.000000e+00,
40986.100000, 0.000000e+00,
40986.200000, 0.000000e+00,
40986.300000, 0.000000e+00,
40986.400000, 0.000000e+00,
40986.500000, 0.000000e+00,
40986.600000, 0.000000e+00,
40986.700000, 0.000000e+00,
40986.800000, 0.000000e+00,
40986.900000, 2.666187e-05,
40987.000000, 0.000000e+00,
40987.100000, 0.000000e+00,
40987.200000, 0.000000e+00,
40987.300000, 3.903391e-04,
40987.400000, 0.000000e+00,
40987.500000, 0.000000e+00,
40987.600000, 0.000000e+00,
40987.700000, 0.000000e+00,
40987.800000, 0.000000e+00,
40987.900000, 0.000000e+00,
40988.000000, 0.000000e+00,
40988.100000, 0.000000e+00,
40988.200000, 0.000000e+00,
40988.300000, 0.000000e+00,
40988.400000, 0.000000e+00,
40988.500000, 0.000000e+00,
40988.600000, 0.000000e+00,
40988.700000, 0.000000e+00,
40988.800000, 0.000000e+00,
40988.900000, 0.000000e+00,
40989.000000, 0.000000e+00,
40989.100000, 0.000000e+00,
40989.200000, 0.000000e+00,
40989.300000, 0.000000e+00,
40989.400000, 0.000000e+00,
40989.500000, 0.000000e+00,
40989.600000, 0.000000e+00,
40989.700000, 0.000000e+00,
40989.800000, 0.000000e+00,
40989.900000, 0.000000e+00,
40990.000000, 0.000000e+00,
40990.100000, 0.000000e+00,
40990.200000, 0.000000e+00,
40990.300000, 0.000000e+00,
40990.400000, 0.000000e+00,
40990.500000, 0.000000e+00,
40990.600000, 0.000000e+00,
40990.700000, 0.000000e+00,
40990.800000, 0.000000e+00,
40990.900000, 0.000000e+00,
40991.000000, 0.000000e+00,
40991.100000, 0.000000e+00,
40991.200000, 0.000000e+00,
40991.300000, 0.000000e+00,
40991.400000, 0.000000e+00,
40991.500000, 0.000000e+00,
40991.600000, 0.000000e+00,
40991.700000, 0.000000e+00,
40991.800000, 0.000000e+00,
40991.900000, 0.000000e+00,
40992.000000, 0.000000e+00,
40992.100000, 1.000000e-04,
40992.200000, 0.000000e+00,
40992.300000, 0.000000e+00,
40992.400000, 0.000000e+00,
40992.500000, 0.000000e+00,
40992.600000, 0.000000e+00,
40992.700000, 0.000000e+00,
40992.800000, 0.000000e+00,
40992.900000, 0.000000e+00,
40993.000000, 0.000000e+00,
40993.100000, 0.000000e+00,
40993.200000, 0.000000e+00,
40993.300000, 0.000000e+00,
40993.400000, 0.000000e+00,
40993.500000, 0.000000e+00,
40993.600000, 0.000000e+00,
40993.700000, 0.000000e+00,
40993.800000, 0.000000e+00,
40993.900000, 0.000000e+00,
40994.000000, 0.000000e+00,
40994.100000, 0.000000e+00,
40994.200000, 0.000000e+00,
40994.300000, 0.000000e+00,
40994.400000, 0.000000e+00,
40994.500000, 0.000000e+00,
40994.600000, 0.000000e+00,
40994.700000, 0.000000e+00,
40994.800000, 0.000000e+00,
40994.900000, 0.000000e+00,
40995.000000, 0.000000e+00,
40995.100000, 0.000000e+00,
40995.200000, 0.000000e+00,
40995.300000, 0.000000e+00,
